번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
631,W30P021-16,약자보호,공원,부성2동,,충청남도 천안시 서북구 차암동 495,36.839784,127.101725,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
632,W30C084-16,방범용,가로변,부성2동,,충청남도 천안시 서북구 차암동 523,36.84229761,127.1038601,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
633,W30C083-16,방범용,가로변,부성2동,,충청남도 천안시 서북구 차암동 5-2,36.85861816,127.1203391,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
634,W30S169-15,약자보호,가로변,부성2동,,충청남도 천안시 서북구 성성동 93,36.84456575,127.1303054,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
635,W30S010-14,약자보호,가로변,부성2동,,충청남도 천안시 서북구 차암동 12-2,36.85496737,127.1196847,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
636,W30S009-14,약자보호,가로변,부성2동,,충청남도 천안시 서북구 두정동 550,36.83330283,127.1283045,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
637,W30S008-14,약자보호,가로변,부성2동,,충청남도 천안시 서북구 두정동 757-1,36.83202012,127.131759,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
638,W30S007-14,약자보호,가로변,부성2동,,충청남도 천안시 서북구 두정동 561-12,36.83277219,127.1291061,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
639,W30S006-04,방범용,가로변,부성2동,,충청남도 천안시 서북구 두정동 832,36.83059434,127.1357815,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
640,W27P132-15,약자보호,공원,백석동,,충청남도 천안시 서북구 백석동 122,36.826668,127.120751,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
641,W27P131-15,약자보호,공원,백석동,,충청남도 천안시 서북구 백석동 122,36.826668,127.120751,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
642,W27P130-15,약자보호,공원,백석동,,충청남도 천안시 서북구 백석동 122,36.8263077,127.119936,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
643,W27P010-14,약자보호,공원,백석동,,충청남도 천안시 서북구 백석동 1012,36.831082,127.121509,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
644,W27P009-14,약자보호,공원,백석동,,충청남도 천안시 서북구 백석동 999,36.82850438,127.1213208,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
645,W27P008-14,약자보호,공원,백석동,,충청남도 천안시 서북구 백석동 948,36.8310423,127.1250989,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
646,W27P007-14,약자보호,공원,백석동,,충청남도 천안시 서북구 백석동 931,36.8279333,127.116361,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
647,W27P006-14,약자보호,공원,백석동,,충청남도 천안시 서북구 백석동 1071,36.83614194,127.121714,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
648,W27P005-14,약자보호,공원,백석동,,충청남도 천안시 서북구 백석동 833,36.8219276,127.127587,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
649,W26P009-14,약자보호,공원,쌍용3동,,충청남도 천안시 서북구 쌍용동 2106,36.8076265,127.119378,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
650,W26P008-14,약자보호,공원,쌍용3동,,충청남도 천안시 서북구 쌍용동 2102,36.8077357,127.118289,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
651,W26P007-14,약자보호,공원,쌍용3동,,충청남도 천안시 서북구 쌍용동 1919,36.80636295,127.1182769,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
652,W26P006-14,약자보호,공원,쌍용3동,,충청남도 천안시 서북구 쌍용동 1916,36.8044601,127.121032,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
653,W26P005-14,약자보호,공원,쌍용3동,,충청남도 천안시 서북구 쌍용동 1926,36.803784,127.1194895,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
654,W26P004-14,약자보호,공원,쌍용3동,,충청남도 천안시 서북구 쌍용동 1924,36.8016983,127.118311,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
655,W26P003-14,약자보호,공원,쌍용3동,,충청남도 천안시 서북구 쌍용동 1291,36.80168966,127.1244927,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
656,W26P002-13,약자보호,공원,쌍용3동,,충청남도 천안시 서북구 쌍용동 1280,36.80307878,127.1233436,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
657,W26P001-11,방범용,가로변,쌍용3동,,충청남도 천안시 서북구 쌍용동 1948,36.8027743,127.119962,양방향,Y,N,N,,2011,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
658,W26C098-15,방범용,가로변,쌍용3동,,충청남도 천안시 서북구 쌍용동 251-4,36.80358098,127.1262095,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
659,W26C097-15,방범용,가로변,쌍용3동,,충청남도 천안시 서북구 쌍용동 1337,36.801879,127.121589,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
660,W26C096-15,방범용,가로변,쌍용3동,,충청남도 천안시 서북구 쌍용동 1957,36.80200428,127.1194562,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
661,W26C003-12,방범용,가로변,쌍용3동,,충청남도 천안시 서북구 쌍용동 2100,36.81187817,127.1219619,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
662,W26C002-09,방범용,가로변,쌍용3동,,충청남도 천안시 서북구 쌍용동 1927,36.80363019,127.1202337,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
663,W26C001-13,방범용,가로변,쌍용3동,,충청남도 천안시 서북구 쌍용동 1289,36.80168966,127.1244927,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
664,W25S002-18,약자보호,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 2072,36.78774662,127.1147838,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
665,W25C072-18,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 565,36.79981366,127.1235164,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
666,W25C071-18,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 411-1,36.79513437,127.1232513,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
667,W25C020-12,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 434-10,36.79232913,127.1219202,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
668,W25C021-12,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 1526,36.79717421,127.1182947,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
669,W25C019-12,방범용,가로변,쌍용2동,,충청남도 천안시 서북구 쌍용동 1559,36.79447692,127.1158495,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
670,W22C012-13,방범용,가로변,성정1동,,충청남도 천안시 서북구 성정동 709-5,36.81616901,127.1374841,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
671,W22C011-13,방범용,가로변,성정1동,,충청남도 천안시 서북구 성정동 114-14,36.81589912,127.1461692,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
672,W22C010-13,방범용,가로변,성정1동,,충청남도 천안시 서북구 성정동 320-11,36.81721811,127.1439611,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
673,W22C009-13,방범용,가로변,성정1동,,충청남도 천안시 서북구 성정동 209-17,36.80878593,127.1418283,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
674,W22C008-10,방범용,가로변,성정1동,,충청남도 천안시 서북구 성정동 187-3,36.81336949,127.1433799,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
675,W22C007-10,방범용,가로변,성정1동,,충청남도 천안시 서북구 성정동 677-23,36.81908553,127.1363824,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
676,W22C006-11,방범용,가로변,성정1동,,충청남도 천안시 서북구 성정동 666-1,36.821155,127.141421,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
677,W22C005-12,방범용,가로변,성정1동,,충청남도 천안시 서북구 성정동 686-10,36.81997446,127.1423119,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
678,W22C004-04,방범용,가로변,성정1동,,충청남도 천안시 서북구 성정동 708-8,36.8154695,127.136426,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
679,W22C003-09,방범용,가로변,성정1동,,충청남도 천안시 서북구 성정동 1037,36.81803657,127.1337141,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
680,W22C002-10,방범용,가로변,성정1동,,충청남도 천안시 서북구 성정동 196-30,36.81220384,127.1417049,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
681,E05C011-18,방범용,가로변,성남면,,충청남도 천안시 동남구 성남면 석곡리 346,36.7386771,127.2215986,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
682,E05C011-13,방범용,가로변,성남면,,충청남도 천안시 동남구 성남면 신사리 551-11,36.74370628,127.2298283,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
683,W30S005-12,약자보호,가로변,부성2동,,충청남도 천안시 서북구 두정동 677,36.83214387,127.1305714,양방향,Y,N,N,,2012,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
684,W30S004-12,약자보호,가로변,부성2동,,충청남도 천안시 서북구 두정동 677,36.83214387,127.1305714,양방향,Y,N,N,,2012,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
685,W30S003-04,약자보호,가로변,부성2동,,충청남도 천안시 서북구 두정동 674,36.8308103,127.129657,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
686,W30S002-12,약자보호,가로변,부성2동,,충청남도 천안시 서북구 두정동 1071,36.8385494,127.1350376,양방향,Y,N,N,,2012,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
687,W30S001-10,약자보호,가로변,부성2동,,충청남도 천안시 서북구 두정동 956,36.83524216,127.1366776,양방향,Y,N,N,,2010,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
688,W30P005-14,약자보호,공원,부성2동,,충청남도 천안시 서북구 차암동 10,36.85512354,127.121467,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
689,W20C037-12,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 군동리 113-1,36.902296,127.164119,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
690,W20C036-12,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 모시리 58-11,36.87138977,127.1436915,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
691,W20C033-12,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 부송리 39-5,36.87511156,127.1380105,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
692,W20C032-12,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 군동리 152-4,36.90113077,127.1674606,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
693,W20C020-12,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 양당리 216-10,36.88615685,127.1072168,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
694,W20C073-17,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 삼은리 76-416,36.87669536,127.1497485,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
695,W20C072-17,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 삼은리 71-10,36.87912005,127.1535548,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
696,W20C071-17,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 삼은리 247-1,36.87598931,127.1492004,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
697,W20C070-17,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 군서리 7-1,36.89719797,127.163744,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
698,W20C069-17,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 군동리 92-1,36.89866209,127.1648501,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
699,W20P017-17,약자보호,공원,직산읍,,충청남도 천안시 서북구 직산읍 모시리 274,36.8671156,127.1231394,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
700,W20P029-16,약자보호,공원,직산읍,,충청남도 천안시 서북구 직산읍 신갈리 244,36.863197,127.1144589,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
701,W20S014-16,약자보호,가로변,직산읍,,충청남도 천안시 서북구 직산읍 양당리 103-4,36.878735,127.1148586,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
702,W20P024-16,약자보호,공원,직산읍,,충청남도 천안시 서북구 직산읍 모시리 292,36.86104617,127.1184352,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
703,W20P023-16,약자보호,공원,직산읍,,충청남도 천안시 서북구 직산읍 모시리 305,36.86152826,127.1213252,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
704,W20P022-16,약자보호,공원,직산읍,,충청남도 천안시 서북구 직산읍 모시리 305,36.86152826,127.1213252,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
705,W20C062-16,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 삼은리 122-1,36.88719501,127.1509727,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
706,W20S167-15,약자보호,가로변,직산읍,,충청남도 천안시 서북구 직산읍 삼은리 37,36.88230486,127.1543499,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
707,W20S166-15,약자보호,가로변,직산읍,,충청남도 천안시 서북구 직산읍 상덕리 106-1,36.89324502,127.1245445,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
708,W20S003-11,약자보호,가로변,직산읍,,충청남도 천안시 서북구 직산읍 군동리 324-1,36.9036886,127.1620385,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
709,W20S002-09,약자보호,가로변,직산읍,,충청남도 천안시 서북구 직산읍 양당리 105,36.87845721,127.1137964,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
710,W20S001-11,약자보호,가로변,직산읍,,충청남도 천안시 서북구 직산읍 삼은리 76-16,36.87800639,127.1484453,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
711,W20P127-15,약자보호,공원,직산읍,,충청남도 천안시 서북구 직산읍 군동리 산1-1,36.9057136,127.159193,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
712,W20C068-15,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 석곡리 132-1,36.88787799,127.0918788,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
713,W20C067-15,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 석곡리 124-5,36.88802493,127.0912681,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
714,W20C025-11,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 상덕리 211-40,36.889441,127.1292331,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
715,W20C024-11,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 삼은리 71-10,36.87912005,127.1535548,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
716,W20C019-11,방범용,가로변,직산읍,,충청남도 천안시 서북구 직산읍 상덕리 199-6,36.89148599,127.1270076,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
717,012-2962-3098,기타,화장실,금강하구둑관광지,마서면 도삼리 71-5,,36.020,126.736,단방향,Y,N,N,,2018,2021-07-12,Y,서천군청,041-950-4281,2021-10-14
718,012-2972-3098,기타,화장실,금강하구둑 체육공원,마서면 도삼리 751-17,,36.018,126.738,단방향,Y,N,N,,2018,2021-07-12,Y,서천군청,041-950-4281,2021-10-14
719,012-2352-3098,기타,화장실,신성리갈대체험관 본관 1층,한산면 신성리 125-1,,36.068,126.860,단방향,Y,N,N,,2018,2021-07-12,Y,서천군청,041-950-4281,2021-10-14
